loan_id,customer_id,branch_id,loan_type,loan_amount,approved_amount,outstanding_balance,interest_rate,term_months,start_date,end_date,monthly_payment,loan_status,collateral_type,purpose,days_past_due,num_missed_payments,credit_score_at_origination,approved_by
LOAN001481,CUST000955,BR047,Business,,47533.6,40874.88,13.693,120.0,2019-03-06,"January 12, 2029",460.19,charged off,,Debt consolidation,283.0,13.0,587.0,
LOAN001482,CUST002159,BR048,Mortgage,30239.81,24550.26,"$9,896.61",6.327,84.0,2015-10-26,2022-09-19,,DELINQUENT,,Debt consolidation,75.0,11.0,,Anthony Schmidt
LOAN001483,CUST001418,BR033,Business,49911.04,44972.01,29746.56,2.836,84.0,2018-06-15,"May 09, 2025",594.18,Active,property,Travel,,0.0,477.0,Mark Hendricks
LOAN001484,CUST004124,BR014,Mortgage,78505.85,78120.42,76147.06,4.648,24.0,"November 11, 2012","November 01, 2014",3271.08,Defaulted,PROPERTY,Business expansion,196.0,23.0,787.0,
LOAN001485,CUST000152,BR019,Student,43834.92,42822.01,9231.96,15.395,180.0,24/03/2023,2038-01-04,24353.0,Charged Off,N/A,Wedding,91.0,21.0,662.0,Victoria Murray
LOAN001486,CUST002082,,Business,56754.81,56555.45,23997.56,8.473,,2023-02-08,17-12-2032,USD 472.96,Delinquent,PROPERTY,Medical,186.0,7.0,376.0,Alicia Vazquez
LOAN001487,CUST001881,BR026,Student,29869.58,25083.28,23301.06,11.322,24.0,11-10-25,13-10-14,1244.57,charged off,N/A,Business expansion,274.0,3.0,,Andrew Rodriguez
LOAN001488,CUST003014,BR037,Student,26208.56,25155.97,12055.8,12.537,60.0,2019-05-18,24-04-21,436.81,Defaulted,none,Education,174.0,9.0,488.0,Veronica Johnson
LOAN001489,CUST000090,BR036,student,27676.03,23889.54,16109.68,8.914,48.0,"August 11, 2013",07/21/2017,576.58,Defaulted,,Debt consolidation,15.0,11.0,842.0,
LOAN001490,CUST003442,BR005,Student,9272.23,8317.83,8128.66,14.106,180.0,13-06-21,28-04-03,51.51,Active,Savings,Business expansion,0.0,,474.0,Jacob Horton
LOAN001491,CUST003176,BR039,Personal,2354.89,2346.26,1018.52,8.622,180.0,05/06/2019,2034-03-18,13.08,closed,N/A,Business expansion,,,,Devin Moore
LOAN001492,CUST001976,BR025,Personal,55407.38,54907.26,53688.32,7.521,84.0,23/05/2017,16-04-2024,659.61,Paid Off,,Emergency,0.0,0.0,587.0,Aaron Ray
LOAN001493,CUST002806,BR028,Auto,51017.19,48728.74,12899.9,10.199,84.0,08/26/2010,07/20/2017,607.35,Delinquent,PROPERTY,Emergency,298.0,5.0,700.0,Joyce Hudson
LOAN001494,CUST003299,BR020,Auto,43015.64,35704.02,19420.7,11.827,48.0,"March 30, 2018",03/09/2022,896.16,DEFAULT,Savings,Emergency,248.0,14.0,605.0,Peter Bailey
LOAN001495,CUST003886,BR025,Business,5362.77,5336.48,,3.453,240.0,22-08-03,20/04/2042,22.34,DELINQUENT,property,Medical,168.0,23.0,,Cynthia Obrien
LOAN001496,CUST004854,BR039,Mortgage,91207.61,79196.76,45579.54,15.353,84.0,2023-05-23,30-04-16,1085.8,Open,N/A,Education,,0.0,416.0,Lisa Levine
LOAN001497,CUST001612,BR003,Business,4498.0,4041.66,4049.42,10.098,48.0,NULL,2024-09-21,93.71,Delinquent,,Medical,220.0,3.0,507.0,Brian Lamb
LOAN001498,CUST002473,BR023,Auto,,18550.85,11068.94,9.093,12.0,13-03-08,2014-03-03,1634.03,Paid Off,None,Business expansion,,0.0,354.0,Drew Owens
LOAN001499,CUST003125,BR008,Auto,22656.43,20633.42,16173.71,5.549,48.0,09/14/2010,,472.01,Active,Stocks,Business expansion,,0.0,368.0,James Guerra MD
LOAN001500,CUST003876,BR028,home equity,24157.45,19620.13,16365.47,2.971,24.0,"March 21, 2021",11/03/2023,1006.56,Defaulted,Property,Medical,318.0,16.0,471.0,David Castillo MD
LOAN001501,CUST003296,BR017,Auto,58256.4,52539.54,1339782.0,4.505,24.0,"June 15, 2020","June 05, 2022",2427.35,Delinquent,N/A,Emergency,43.0,8.0,485.0,Cheryl Coleman
LOAN001502,CUST003432,BR007,Business,32657.19,29264.94,30842.8,5.084,120.0,14/05/2015,"March 22, 2025",USD 272.14,Active,property,Wedding,0.0,0.0,476.0,Pamela Brown
LOAN001503,CUST000318,BR034,Business,9408.33,8768.68,4881.54,6.407,180.0,05-11-2010,"August 18, 2025",52.27,Default,Property,Home improvement,344.0,1.0,810.0,
LOAN001504,CUST001886,BR033,Business,51130.06,44600.66,"$39,800.64",11.165,120.0,28-04-2010,20-03-06,426.08,Defaulted,PROPERTY,Travel,14.0,7.0,,Michael Hughes
LOAN001505,CUST002105,BR021,Personal,18074.8,1707849.4693873199,8028.45,11.812,180.0,12/28/2010,10-10-2025,100.42,Paid,None,Home improvement,,,598.0,Gabriela Roberts
LOAN001506,CUST001121,,Personal,21983.43,20979.69,11182.88,6.055,240.0,11-12-10,27-08-2031,91.6,Past Due,Savings,,207.0,15.0,732.0,Larry Evans
LOAN001507,CUST000655,BR010,Mortgage,1006.26,860.57,101.2,5.566,60.0,19-05-09,"April 12, 2024",,Bad Debt,PROPERTY,Business expansion,67.0,19.0,518.0,Megan Garcia
LOAN001508,CUST002065,BR038,Mortgage,53276.95,,14367.92,6.33,240.0,31-07-2015,2035-04-17,221.99,In Progress,Savings,Vehicle purchase,0.0,,474.0,Natalie Coleman
LOAN001509,CUST002458,BR002,Home Equity,8314.08,7166.6,8215.97,8.435,180.0,16-11-2016,31-08-30,46.19,Delinquent,Stocks,Business expansion,313.0,18.0,562.0,Kevin Terry
LOAN001510,CUST000408,BR016,Personal,,"$1,446.31",682.38,11.606,360.0,21-01-23,2050-08-19,4.86,Active,PROPERTY,Emergency,,,553.0,Joshua Hill
LOAN001511,CUST003073,BR020,Mortgage,"72364,43",64445.51,39500.23,6.514,60.0,31/08/2015,20-08-04,1206.07,open,,Debt consolidation,0.0,,749.0,Jennifer Mitchell
LOAN001512,CUST004336,BR009,Home Equity,67852.86,,57195.12,2.509,48.0,10-12-08,"November 17, 2014",1413.6,Late,Property,Debt consolidation,94.0,5.0,729.0,Dana Walsh
LOAN001513,CUST000244,BR004,Mortgage,43346.2,40930.57,17335.08,4.862,36.0,2020-03-13,23-02-26,1204.06,DELINQUENT,property,Education,206.0,5.0,753.0,Sarah Jensen
LOAN001514,CUST004963,BR032,Personal,6330.62,5264.06,2282.09,4.646,84.0,25/04/2016,"March 20, 2023",75.36,Defaulted,PROPERTY,Business expansion,340.0,2.0,417.0,Diana Williams
LOAN001515,CUST004622,BR023,Personal,,46661.35,18360.6,16.757,120.0,16-12-11,10/20/2026,439.65,Default,none,Home improvement,232.0,1.0,826.0,Susan Allen
LOAN001516,CUST001059,BR006,Student,"18464,68","$15,161.27",13804.29,,48.0,23/12/2015,12/02/2019,384.68,Active,Savings,Vehicle purchase,,0.0,,Kimberly Mendez
LOAN001517,,BR047,Student,24243.95,22146.4,12153.37,8.595,120.0,03/13/2020,2030-01-20,202.03,ACTIVE,Savings,Home improvement,,0.0,548.0,Jonathan Walker
LOAN001518,CUST003173,BR047,Personal,44219.78,43937.73,36857.29,8.239,36.0,2020-05-06,21/04/2023,1228.33,Delinquent,property,Debt consolidation,200.0,9.0,705.0,Christina Schultz
LOAN001519,CUST004333,BR028,Mortgage,89886.58,72676.53,22579.16,,84.0,"April 07, 2020",02/03/2027,1070.08,PAST DUE,PROPERTY,Travel,136.0,9.0,369.0,Kyle Warren
LOAN001520,,,Business,64396.53,,38495.88,8.513,60.0,,03/02/2022,"$1,073.28",Delinquent,Savings,Medical,323.0,12.0,792.0,Helen Rodriguez
LOAN001521,CUST002360,,mortgage,72172.81,58038.94,61982.23,16.455,360.0,24/05/2020,2049-12-18,200.48,Paid,N/A,Travel,0.0,0.0,335.0,Julie Dean
LOAN001522,CUST002116,BR028,home equity,"$26,508.02",25769.78,25794.08,15.715,24.0,2015-05-14,,1104.5,Delinquent,Stocks,Debt consolidation,30.0,1.0,479.0,Barbara Thompson
LOAN001523,CUST004565,BR023,personal,"$41,084.70",37483.22,14727.18,15.251,36.0,02/02/2011,"January 17, 2014",1141.24,late,property,Debt consolidation,244.0,5.0,,Jose Robertson
LOAN001524,CUST003598,BR016,business,64316.89,"60999,12940973055",92.7,17.824,180.0,13-12-20,"October 02, 2028",357.32,Current,,Debt consolidation,,,772.0,Janet Wilkins
LOAN001525,CUST002396,,student,36847.71,32142.96,32839.36,3.353,,10/03/2022,02/17/2026,,PAID OFF,Vehicle,Home improvement,,,440.0,Andrew Berry
LOAN001526,CUST001357,BR036,Auto,5239.94,4316.13,63.07,10.149,120.0,10/07/2017,2027-08-16,$43.67,late,property,Debt consolidation,335.0,16.0,399.0,
LOAN001527,CUST003805,BR002,Personal,8244.06,6638.66,1163.55,6.297,84.0,2010-12-13,17-11-06,98.14,Defaulted,,,227.0,6.0,398.0,Jeffrey Stafford
LOAN001528,CUST001308,BR031,Auto,14139.15,12590.79,10570.11,16.328,240.0,04/05/2015,34-12-21,58.91,Delinquent,Property,,133.0,6.0,,James Roth
LOAN001529,CUST002925,,Mortgage,52368.47,50442.12,,7.175,120.0,09-12-2011,"October 17, 2021",436.4,Closed,property,Wedding,0.0,,320.0,Philip Rogers
LOAN001530,CUST002961,BR038,Student,12276.06,10750.28,11919.62,14.935,84.0,"March 31, 2017",23/02/2024,146.14,delinquent,none,Debt consolidation,306.0,9.0,764.0,Danielle Maxwell
LOAN001531,CUST004862,BR031,Personal,55801.18,55214.07,"$53,980.98",12.023,36.0,27-09-2013,11/09/2016,"$1,550.03",Defaulted,Stocks,Business expansion,96.0,5.0,330.0,Larry Martin
LOAN001532,CUST000039,BR018,Personal,74602.96,,"2367,7",9.061,240.0,18-01-09,26-09-2037,310.85,Defaulted,Savings,Medical,178.0,9.0,760.0,Andrew Martin
LOAN001533,CUST002109,BR029,Auto,,1510.14,$285.29,12.819,24.0,02/14/2018,04/02/2020,77.75,Paid Off,PROPERTY,Education,,,770.0,Daniel Hobbs
LOAN001534,CUST004607,BR008,Student,92668.45,80534.79,17652.7,12.274,12.0,11-09-01,26/08/2012,7722.37,Paid,Vehicle,Wedding,,,464.0,David Burke
LOAN001535,CUST002502,BR036,Home Equity,43604.7,35541.79,38516.65,10.442,120.0,08-04-2012,22-02-15,363.37,Paid Off,Savings,,0.0,0.0,797.0,David Li
LOAN001536,CUST003598,BR009,Business,12400.22,12313.19,6033.82,9.912,360.0,20-12-27,07/23/2050,34.45,Closed,none,Debt consolidation,0.0,,847.0,Wyatt Dyer
LOAN001537,CUST000164,BR027,Student,61812.99,59795.32,23686.73,10.236,84.0,06/11/2020,05/06/2027,735.87,PAST DUE,Savings,,332.0,2.0,311.0,Brittney Flores
LOAN001538,CUST004308,BR049,Student,20387.46,16521.95,7718.99,9.305,60.0,2011-10-07,16-09-10,339.79,Defaulted,Property,Emergency,281.0,23.0,669.0,Andrew Steele
LOAN001539,CUST003115,BR048,Student,97182.98,86096.7,"$25,629.71",5.172,180.0,"April 28, 2011",2026-02-08,539.91,In Progress,PROPERTY,Medical,0.0,0.0,,Christopher Smith
LOAN001540,,BR042,Student,USD 19218.34,18470.65,7768.62,7.342,24.0,2018-10-10,29/09/2020,800.76,Active,none,Education,,0.0,658.0,Erin Wright
LOAN001541,CUST001643,BR010,Auto,20698.92,19624.04,15616.38,6.454,12.0,2010-07-16,99/99/9999,1724.91,open,none,Medical,,,573.0,Craig Harper
LOAN001542,CUST002158,BR045,Auto,"$59,800.04","$50,680.69",USD 44782.75,6.285,12.0,09/01/2019,08/26/2020,4983.34,Late,none,,20.0,10.0,622.0,David Miller
LOAN001543,CUST004592,BR006,Home Equity,49180.23,46631.12,20089.43,11.427,,"September 15, 2018",NULL,$273.22,Defaulted,none,Debt consolidation,85.0,23.0,837.0,Randall Salazar
LOAN001544,CUST004630,BR038,Personal,7966.62,6506.83,2077.85,16.91,,17/02/2023,11/04/2042,33.19,Paid Off,PROPERTY,Travel,,,422.0,Elizabeth Harper
LOAN001545,CUST001852,BR048,Business,33360.62,32846.65,26236.21,8.061,180.0,20/07/2010,"May 02, 2025",185.34,active,Property,Medical,0.0,,416.0,Jeffrey Cain
LOAN001546,CUST000391,BR025,mortgage,"$47,069.85",39953.15,44916.08,13.718,180.0,21/08/2019,99/99/9999,261.5,Delinquent,,Emergency,177.0,17.0,,Stephanie Higgins
LOAN001547,,BR041,Personal,33134.92,31203.66,5065.05,,12.0,20-08-23,2021-08-18,2761.24,Defaulted,Vehicle,Vehicle purchase,322.0,2.0,812.0,Robert Reynolds
LOAN001548,CUST002576,BR044,Auto,91073.3,88792.3,38645.32,4.056,180.0,17-12-16,"September 28, 2032",505.96,Delinquent,Property,,283.0,22.0,316.0,Gary Boone
LOAN001549,CUST000399,BR043,Personal,16249.21,13230.79,6738.04,15.984,240.0,07/14/2012,,67.71,Defaulted,None,Home improvement,33.0,15.0,753.0,Kyle Hurst
LOAN001550,CUST003081,BR043,Business,,4208191.7655736925,3704.28,4.068,180.0,22-10-12,37-07-25,274.79,Defaulted,none,Medical,251.0,17.0,300.0,Shannon Dawson
LOAN001551,CUST004023,BR030,Auto,101515.01,,86975.91,14.798,360.0,2017-01-25,21-08-2046,281.99,Completed,PROPERTY,Travel,,,321.0,Joel Allen
LOAN001552,CUST002312,BR028,Business,,33481.37,18660.27,9.743,60.0,10-12-2019,24-11-13,559.76,Paid Off,PROPERTY,Education,0.0,0.0,649.0,Tyrone Russell
LOAN001553,CUST002003,BR010,Home Equity,13228.43,"$11,339.98","$9,974.83",6.531,360.0,2010-12-21,"July 16, 2040",36.75,Delinquent,Stocks,Vehicle purchase,86.0,15.0,788.0,Joan Burke
LOAN001554,CUST003241,BR045,Auto,46490.27,38829.88,45685.59,5.556,60.0,01/01/2014,12/06/2018,774.84,Paid Off,Property,Wedding,0.0,,648.0,Rebekah Cochran
LOAN001555,CUST000299,BR042,Business,7631.27,6790.22,"3083,29",6.626,60.0,"March 24, 2011","February 26, 2016",127.19,Defaulted,N/A,Travel,108.0,5.0,,Amanda Mills
LOAN001556,CUST000339,BR017,Mortgage,,7829.43,6490.59,12.869,12.0,NULL,2023-08-24,$687.17,DELINQUENT,Vehicle,Medical,191.0,15.0,708.0,Melissa Taylor
LOAN001557,CUST001009,BR022,Mortgage,"$10,910.68",9754.38,1677.0,15.371,60.0,22-06-03,05/08/2027,181.84,PAST DUE,None,Medical,110.0,14.0,799.0,Mikayla Vasquez DDS
LOAN001558,,BR016,home equity,27639.25,24153.34,16470.36,14.303,360.0,20-02-28,49-09-23,76.78,Charged Off,property,Business expansion,308.0,14.0,678.0,
LOAN001559,CUST003415,BR025,Personal,64134.99,58102.14,47048.45,11.983,180.0,11/02/2020,2035-08-16,356.31,ACTIVE,Vehicle,Business expansion,,,,Christopher Cooper
LOAN001560,CUST002469,BR035,Home Equity,39891.18,37907.88,34098.47,15.028,240.0,"January 02, 2010","September 19, 2029",166.21,open,PROPERTY,Education,0.0,,357.0,Kyle Williams
LOAN001561,CUST001185,BR039,student,"29978,08",24111.74,26672.4,12.49,24.0,07/21/2015,"July 10, 2017",1249.09,DEFAULT,N/A,Vehicle purchase,301.0,20.0,474.0,
LOAN001562,CUST004655,BR019,home equity,38457.25,34301.67,6547.34,11.577,240.0,2014-02-15,99/99/9999,160.24,DELINQUENT,none,Emergency,162.0,13.0,,Rebecca Norman DVM
LOAN001563,CUST003508,,Home Equity,9033.87,,8329.4,5.098,360.0,07/06/2014,2044-01-01,25.09,Defaulted,Vehicle,Home improvement,75.0,2.0,502.0,Edward Sanders
LOAN001564,CUST001530,BR016,Auto,57983.57,50366.29,5414206.0,16.31,24.0,2020-03-23,03/13/2022,2415.98,closed,Stocks,Vehicle purchase,,0.0,430.0,Troy Schmidt
LOAN001565,CUST003316,BR025,Auto,50624.28,43186.3,,15.977,180.0,2014-11-22,09/04/2029,281.25,closed,Stocks,Medical,0.0,0.0,605.0,Danny Johnston
LOAN001566,CUST000902,BR044,Student,62357.35,52256.9,,5.05,120.0,13/06/2011,04/21/2021,519.64,PAST DUE,N/A,Education,123.0,2.0,829.0,
LOAN001567,CUST001949,BR018,Student,19723.77,17065.31,4432.47,,36.0,"December 01, 2020",23-11-16,547.88,Paid Off,Vehicle,Debt consolidation,,0.0,,George May
LOAN001568,CUST000344,BR007,Business,,17554.81,11105.25,17.172,12.0,26-06-2020,21-06-2021,1553.95,paid,Property,Travel,0.0,0.0,,Stephen Walker
LOAN001569,CUST003919,BR003,Personal,50290.08,50135.52,2034061.0,,60.0,20-03-08,10/02/2025,,Active,Savings,Emergency,,0.0,,Sarah Miller
LOAN001570,CUST004463,BR047,Auto,,51902.37,35318.58,3.189,84.0,2014-10-04,21-08-28,745.49,Closed,Stocks,Business expansion,,0.0,843.0,Scott Kelly
LOAN001571,CUST004995,BR017,Mortgage,"50015,46",47163.48,3506.8,5.877,120.0,2022-11-18,26/09/2032,416.8,DEFAULTED,N/A,Debt consolidation,0.0,13.0,486.0,Peggy Williamson
LOAN001572,CUST004642,BR043,auto,,"27116,042079229494",USD 5390.21,7.42,36.0,2012-09-14,08/30/2015,826.23,Delinquent,property,Debt consolidation,27.0,20.0,481.0,Justin Miller
LOAN001573,CUST004649,BR007,Student,13701.05,12527.19,169.17,10.233,24.0,,29-11-2015,570.88,Defaulted,property,Medical,190.0,22.0,623.0,Lori Joseph
LOAN001574,CUST000743,BR037,Auto,"$28,943.39",25446.59,11581.03,12.985,36.0,11-02-2019,"January 26, 2022",803.98,Late,N/A,Wedding,135.0,11.0,764.0,Hannah Payne
LOAN001575,CUST001181,BR009,Business,18107.94,17551.42,,7.798,60.0,01/29/2019,01/03/2024,301.8,paid off,,Vehicle purchase,,0.0,305.0,Stephen Peck
LOAN001576,CUST000041,BR020,Business,14755.41,12537.47,5040.97,7.611,48.0,"February 19, 2015",2019-01-29,307.4,Active,PROPERTY,Debt consolidation,,,447.0,Sharon Mcbride
LOAN001577,CUST002454,BR035,Auto,33799.8,30843.8,2965576.0,14.892,240.0,99/99/9999,14-11-2040,140.83,Active,None,Emergency,0.0,,317.0,April Romero
LOAN001578,CUST002659,BR001,Business,50713.09,50107.99,23930.17,,24.0,19-05-10,04/29/2021,2113.05,Past Due,Vehicle,Education,312.0,13.0,353.0,Carla Cox
LOAN001579,CUST002118,BR036,Home Equity,12337.99,12256.69,11947.78,10.398,360.0,"September 12, 2016",08-04-2046,34.27,DEFAULTED,Property,Travel,47.0,21.0,300.0,
LOAN001580,,,Business,44539.04,43785.03,35036.17,17.088,84.0,13-12-2014,,530.23,Active,Stocks,Wedding,,,647.0,Yolanda Bishop
LOAN001581,CUST004061,BR030,Business,64001.56,,14652.69,5.464,,11-10-20,28/08/2021,533.35,ACTIVE,Property,Emergency,,0.0,450.0,Claire Robles
LOAN001582,CUST000055,,Business,36627.27,33399.63,18945.73,9.263,84.0,21-12-25,2028-11-18,436.04,Paid Off,,,,0.0,400.0,Angela Lewis
LOAN001583,CUST004953,BR005,Business,10703.52,9718.91,10106.16,14.488,36.0,,06/07/2019,297.32,closed,Property,Education,0.0,0.0,675.0,Mrs. Dawn Dougherty
LOAN001584,CUST004516,BR008,Home Equity,10052.18,8841.66,,7.299,12.0,13-05-2015,16-05-07,USD 837.68,Defaulted,none,Education,271.0,2.0,477.0,Robert Bell
LOAN001585,CUST000673,,auto,28804.55,25803.14,250.78,12.166,60.0,29-04-2022,,480.08,Defaulted,Property,Business expansion,140.0,7.0,757.0,Kimberly Curry
LOAN001586,CUST003928,BR013,Auto,58376.71,,57375.62,9.305,84.0,17-10-16,"September 09, 2024",694.96,Defaulted,Property,Vehicle purchase,303.0,3.0,355.0,Austin Pope
LOAN001587,CUST002232,BR032,Auto,24786.06,19887.33,10864.87,17.522,12.0,2010-10-05,"September 30, 2011",2065.51,Past Due,none,Medical,75.0,15.0,712.0,Brandon Garcia
LOAN001588,CUST001049,BR024,Business,47683.17,38244.61,37269.21,8.91,84.0,29/08/2013,23/07/2020,567.66,Delinquent,N/A,Business expansion,179.0,19.0,567.0,Kelly Hahn
LOAN001589,,BR020,Home Equity,28307.35,27114.9,3369.06,7.341,240.0,12-11-08,99/99/9999,117.95,Active,property,Medical,0.0,0.0,778.0,
LOAN001590,CUST004253,BR046,Auto,48861.63,46864.17,4717.16,5.035,240.0,2014-07-26,"April 12, 2034",203.59,Active,,Wedding,,0.0,791.0,Melissa Kane
LOAN001591,CUST002800,BR027,Home Equity,31728.04,25539.4,16397.52,7.011,24.0,01/02/2014,22-01-2016,1322.0,PAST DUE,None,Vehicle purchase,334.0,18.0,829.0,Michael Hicks
LOAN001592,CUST004712,BR024,Home Equity,33088.59,29780.09,3618.6,14.457,240.0,2022-05-16,31/01/2042,$137.87,Active,Stocks,Home improvement,0.0,,429.0,Paul Manning
LOAN001593,CUST001087,BR017,Mortgage,99428.26,9280009.635556385,76670.08,10.778,48.0,2022-05-14,04/23/2026,2071.42,past due,,Education,173.0,14.0,412.0,Jennifer Miller
LOAN001594,CUST000486,BR034,Home Equity,51975.75,43316.75,10183.12,17.011,180.0,30/05/2013,99/99/9999,,Current,Stocks,Debt consolidation,0.0,,764.0,Courtney Hayes
LOAN001595,CUST003310,BR017,Home Equity,51651.43,42273.65,46990.33,15.958,12.0,04-11-2019,10/29/2020,4304.29,Active,Stocks,Home improvement,0.0,0.0,455.0,Samuel Pham
LOAN001596,CUST003107,BR007,Personal,24847.29,23265.27,22104.97,5.105,48.0,99/99/9999,11/04/2018,517.65,Defaulted,,Debt consolidation,184.0,12.0,,Roberto Coleman
LOAN001597,CUST003392,BR030,Mortgage,39915.27,37626.05,30093.41,3.277,48.0,02-11-2021,,831.57,Defaulted,PROPERTY,Education,46.0,16.0,366.0,Jacob Pollard
LOAN001598,CUST001452,BR022,student,32573.99,USD 31763.91,15644.65,5.358,36.0,"October 19, 2012",04-10-2015,904.83,Paid Off,Property,Medical,,,761.0,Kristopher Lopez
LOAN001599,CUST004516,BR026,Mortgage,47147.34,,6407.8,13.63,240.0,06-03-2012,22/11/2031,196.45,Defaulted,PROPERTY,,188.0,16.0,302.0,Lacey Allen
LOAN001600,CUST000825,BR045,mortgage,23010.18,20641.27,15559.52,15.74,48.0,2010-05-09,,USD 479.38,ACTIVE,,Wedding,,,638.0,
LOAN001601,CUST000593,BR029,Mortgage,12401.77,10610.04,7837.96,8.85,,"February 26, 2023",10-02-2026,344.49,Charged Off,None,Medical,278.0,1.0,502.0,Jeremy Thomas
LOAN001602,CUST000407,BR034,Business,,79078.37,19368.23,16.651,12.0,15-01-15,10-01-2016,7850.41,late,property,Emergency,358.0,4.0,741.0,Andrea Brown
LOAN001603,CUST001949,BR019,Mortgage,42332.38,38373.57,"$40,253.74",15.89,240.0,20/02/2018,11/07/2037,176.38,open,None,Travel,0.0,0.0,691.0,Karen Simon
LOAN001604,CUST000168,BR033,Student,18257.97,,5115.89,10.486,240.0,23/11/2021,08/10/2041,76.07,PAST DUE,Savings,Wedding,235.0,14.0,409.0,Justin Stark
LOAN001605,CUST004414,BR045,auto,17657.51,17322.62,5762.11,5.426,48.0,03/17/2018,"February 24, 2022",367.86,Delinquent,property,Wedding,194.0,14.0,,Katie Turner
LOAN001606,CUST000134,BR046,Business,19610.15,18862.81,8862.87,6.129,180.0,2013-06-20,02/04/2028,,Paid Off,none,Home improvement,,,761.0,Amanda Santos
LOAN001607,CUST003887,BR014,Personal,15406.31,15324.77,4299.56,10.038,180.0,99/99/9999,"November 24, 2028",85.59,Defaulted,N/A,Travel,161.0,5.0,466.0,John Solomon
LOAN001608,CUST000257,BR038,Home Equity,13638.2,,1928.63,12.295,24.0,14-10-30,19-10-2016,568.26,Delinquent,PROPERTY,Medical,52.0,16.0,,Sandra Galvan
LOAN001609,CUST000373,BR038,Personal,34510.12,28378.4,3710.47,17.713,36.0,2015-12-19,99/99/9999,958.61,Defaulted,Vehicle,Business expansion,127.0,8.0,841.0,Derrick Johnson
LOAN001610,CUST003259,BR033,home equity,70890.7,69289.69,3248.62,4.37,180.0,2015-01-02,99/99/9999,393.84,ACTIVE,property,Home improvement,,,777.0,Jessica Smith
LOAN001611,CUST002130,BR020,Student,12394.34,,9239.99,12.668,360.0,,01/08/2045,34.43,closed,Vehicle,Travel,0.0,0.0,,
LOAN001612,CUST003416,BR019,Personal,16724.66,15684.87,595.5,12.093,48.0,,99/99/9999,348.43,defaulted,None,,278.0,17.0,409.0,Michelle Powell
LOAN001613,CUST003452,,Student,15102.27,13425.24,533.02,16.616,240.0,22-04-2013,07-01-2033,USD 62.93,Defaulted,PROPERTY,Home improvement,17.0,24.0,706.0,James Small
LOAN001614,CUST001326,BR046,Student,26463.62,25833.17,"$13,740.03",11.412,48.0,2012-11-10,2016-10-20,551.33,active,PROPERTY,Home improvement,,0.0,359.0,Johnathan Jones
LOAN001615,CUST003911,BR040,Business,"$20,755.65",16847.46,,10.682,12.0,19/02/2018,14-02-2019,"1729,64",Bad Debt,property,Travel,94.0,2.0,496.0,Amanda Ramirez
LOAN001616,CUST002737,BR035,Mortgage,38363.86,33363.44,24498.02,7.59,36.0,"February 02, 2018",17-01-2021,1065.66,Delinquent,none,Debt consolidation,301.0,3.0,,Wesley Jackson
LOAN001617,CUST003001,BR027,Auto,22191.77,21504.06,8989.76,3.18,84.0,21/06/2023,30-05-15,264.19,Active,N/A,,0.0,,666.0,Kristopher Cox
LOAN001618,CUST003134,BR024,Mortgage,43753.59,40731.5,21577.52,17.617,36.0,2013-03-07,2016-02-20,1215.38,Active,Vehicle,Medical,,,679.0,Shannon Shaw
LOAN001619,CUST001588,BR019,Business,44198.67,36948.79,22227.77,12.391,360.0,2016-11-06,NULL,122.77,Past Due,None,Business expansion,311.0,11.0,466.0,Brittany Farrell
LOAN001620,CUST003855,BR013,Mortgage,42490.87,39079.0,3163.66,8.856,180.0,2018-04-19,"January 30, 2033",$236.06,Defaulted,,Wedding,351.0,2.0,464.0,Lucas Pham
LOAN001621,CUST003538,BR002,Auto,42562.78,41324.09,,,24.0,NULL,20/07/2014,1773.45,Closed,,Debt consolidation,,,351.0,Barbara Pruitt
LOAN001622,CUST003083,BR019,Student,20112.56,19091.79,12539.77,9.647,120.0,"December 27, 2021",99/99/9999,,Paid Off,N/A,,,0.0,592.0,Michael Douglas
LOAN001623,CUST004745,BR030,Personal,USD 34844.97,"$32,788.21",3442.16,14.771,12.0,"February 01, 2013",,2903.75,Active,none,,,0.0,651.0,
LOAN001624,CUST000206,BR012,Mortgage,,2315.75,1284.01,9.196,360.0,29/12/2020,07/25/2050,7.0,In Progress,N/A,Home improvement,0.0,,584.0,Jennifer Miller MD
LOAN001625,CUST003568,BR041,Business,"$16,042.62",13419.61,"13515,18",9.771,36.0,"March 07, 2022",19/02/2025,445.63,Paid Off,None,Emergency,0.0,,301.0,
LOAN001626,CUST000779,BR001,Personal,36649.84,33002.91,35665.98,8.715,12.0,03-05-2014,"April 28, 2015",3054.15,delinquent,property,Debt consolidation,342.0,1.0,790.0,Ivan Diaz
LOAN001627,CUST004743,BR023,Business,,36804.19,"$29,411.98",15.181,60.0,2011-09-23,,692.22,Delinquent,PROPERTY,Home improvement,328.0,22.0,361.0,Donna King
LOAN001628,CUST002944,BR010,Business,32029.12,26296.36,2858.73,9.629,36.0,11/17/2015,2018-11-01,,DEFAULT,Savings,Wedding,318.0,2.0,533.0,Benjamin Barton
LOAN001629,CUST000920,,Home Equity,13020.44,,6608.12,4.709,360.0,"February 14, 2014",09/10/2043,36.17,Defaulted,PROPERTY,Emergency,344.0,14.0,,Darren Young
